Title,Metascore,Platform,Release Date
Into the Breach,89.0,PC,2018-02-27
Assassin's Creed: Brotherhood,89.0,X360,2010-11-16
Left 4 Dead 2,89.0,X360,2009-11-17
World Soccer Winning Eleven 9,89.0,PC,2006-04-28
Worldwide Soccer Manager 2005,89.0,PC,2004-12-07
Axiom Verge,89.0,WIIU,2016-09-01
Left 4 Dead,89.0,X360,2008-11-17
Left 4 Dead,89.0,PC,2008-11-17
Left 4 Dead 2,89.0,PC,2009-11-16
Titanfall 2,89.0,PS4,2016-10-28
F1 2017,89.0,PC,2017-08-24
Dark Souls III,89.0,PS4,2016-04-12
3D Gunstar Heroes,89.0,3DS,2015-08-20
Jade Empire,89.0,XBOX,2005-04-12
Tony Hawk's Underground,89.0,GC,2003-10-27
NHL 2K3,89.0,XBOX,2002-11-19
NBA 2K3,89.0,PS2,2002-10-08
NASCAR Racing 2002 Season,89.0,PC,2002-02-14
Phantasy Star Online,89.0,DC,2001-01-29
Resident Evil 2,89.0,N64,1999-10-31
Tekken 2,89.0,PS,1996-08-25
Need for Speed: Hot Pursuit,89.0,PS3,2010-11-16
F-Zero GX,89.0,GC,2003-08-26
Mass Effect,89.0,PC,2008-05-28
Dark Souls,89.0,X360,2011-10-04
NBA Street V3,89.0,XBOX,2005-02-08
Need for Speed: Hot Pursuit 2,89.0,PS2,2002-10-01
Grand Theft Auto IV: The Ballad of Gay Tony,89.0,X360,2009-10-29
Okami HD,89.0,Switch,2018-08-09
The Legend of Zelda: The Minish Cap,89.0,GBA,2005-01-10
NCAA Football 2005,89.0,XBOX,2004-07-15
NCAA Football 2004,89.0,GC,2003-07-16
Combat Mission: Barbarossa to Berlin,89.0,PC,2002-10-29
NHL 2002,89.0,XBOX,2001-12-10
Homeworld: Cataclysm,89.0,PC,2000-09-07
Fez,89.0,X360,2012-04-13
Cave Story,89.0,WII,2010-03-22
Dark Souls II: Scholar of the First Sin,89.0,XONE,2015-04-07
The Walking Dead: Episode 5 - No Time Left,89.0,PC,2012-11-21
Guild Wars,89.0,PC,2005-04-26
Borderlands 2,89.0,PC,2012-09-17
World Soccer Winning Eleven 9,89.0,XBOX,2006-02-07
Guitar Hero 5,89.0,WII,2009-09-01
Ace Combat 04: Shattered Skies,89.0,PS2,2001-11-01
Max Payne,89.0,PC,2001-07-23
3D Streets of Rage II,89.0,3DS,2015-07-23
Out of the Park Baseball 15,89.0,PC,2014-04-21
MVP Baseball 2004,89.0,GC,2004-03-09
Tiger Woods PGA Tour 2004,89.0,GC,2003-09-22
Tom Clancy's Splinter Cell,89.0,PS2,2003-04-08
Max Payne,89.0,XBOX,2001-12-12
World in Conflict,89.0,PC,2007-09-18
Burnout Revenge,89.0,X360,2006-03-07
FIFA Soccer 11,89.0,PS3,2010-09-28
Final Fantasy XIV: Stormblood,89.0,PS4,2017-06-20
Deus Ex: Human Revolution,89.0,PS3,2011-08-23
Stardew Valley,89.0,XONE,2016-12-14
Castlevania: Dawn of Sorrow,89.0,DS,2005-10-04
NBA Street Vol. 2,89.0,XBOX,2003-04-28
Sonic Adventure 2,89.0,DC,2001-06-18
NASCAR Racing 4,89.0,PC,2001-02-06
Duke Nukem 3D,89.0,PC,1996-01-29
L.A. Noire,89.0,PS3,2011-05-17
Bastion,89.0,PS4,2015-04-07
Far Cry,89.0,PC,2004-03-23
Dead Space,89.0,X360,2008-10-13
Lone Echo,89.0,PC,2017-07-20
FIFA Soccer 12,89.0,PC,2011-09-27
Dishonored,89.0,PS3,2012-10-09
XCOM: Enemy Unknown,89.0,PC,2012-10-08
Mass Effect 3,89.0,PC,2012-03-06
Rise of Nations,89.0,PC,2003-05-20
Shin Megami Tensei: Persona 3 FES,89.0,PS2,2008-04-22
Burnout 2: Point of Impact,89.0,GC,2003-04-09
World Series Baseball 2K3,89.0,XBOX,2003-03-10
NASCAR Racing 2003 Season,89.0,PC,2003-02-14
Descent 3,89.0,PC,2000-06-14
Resident Evil 2,89.0,PS,1998-01-21
The Curse of Monkey Island,89.0,PC,1997-10-31
Rez Infinite,89.0,PC,2017-08-09
Dark Souls: Artorias of the Abyss,89.0,X360,2012-10-23
Metal Gear Solid HD Collection,89.0,PS3,2011-11-08
Battlefield 3,89.0,PC,2011-10-25
Owlboy,89.0,PS4,2018-04-10
Dead Space 2,89.0,PS3,2011-01-25
Battlefield 1942,89.0,PC,2002-09-10
Einhander,89.0,PS,1998-05-05
Deus Ex: Human Revolution,89.0,X360,2011-08-23
The Chronicles of Riddick: Escape From Butcher Bay,89.0,XBOX,2004-06-01
The Walking Dead: Episode 5 - No Time Left,89.0,X360,2012-11-21
Madden NFL 2003,89.0,PC,2002-08-12
WWF No Mercy,89.0,N64,2000-11-17
Gran Turismo 4,89.0,PS2,2005-02-22
Dragon Age: Inquisition,89.0,PS4,2014-11-18
The Beatles: Rock Band,89.0,X360,2009-09-09
Advance Wars 2: Black Hole Rising,89.0,GBA,2003-06-24
DiRT 2,89.0,PC,2009-12-08
Lumines,89.0,PSP,2005-03-22
L.A. Noire,89.0,X360,2011-05-17
Ratchet & Clank Future: Tools of Destruction,89.0,PS3,2007-10-23
Peggle,89.0,X360,2009-03-11
Tom Clancy's Splinter Cell Double Agent,89.0,XBOX,2006-10-24
New Super Mario Bros.,89.0,DS,2006-05-15
Silent Hill 2,89.0,PS2,2001-09-24
Battlefield 1,89.0,PS4,2016-10-18
Metal Gear Solid: Peace Walker,89.0,PSP,2010-06-08
Virtua Fighter 5 Online,89.0,X360,2007-10-30
"WarioWare, Inc.: Mega Microgame$!",89.0,GBA,2003-05-21
The Orange Box,89.0,PS3,2007-12-11
NBA 2K2,89.0,PS2,2002-01-12
Grandia,89.0,PS,1999-09-30
Colors! 3D,89.0,3DS,2012-04-05
Destiny: The Taken King,89.0,XONE,2015-09-15
NBA 2K11,89.0,X360,2010-10-05
Horizon Zero Dawn,89.0,PS4,2017-02-28
NBA 2K11,89.0,PS3,2010-10-05
Injustice 2,89.0,XONE,2017-05-16
Minecraft: PlayStation 4 Edition,89.0,PS4,2014-09-03
Dark Souls,89.0,PS3,2011-10-04
Stardew Valley,89.0,PC,2016-02-26
Prince of Persia: The Sands of Time,89.0,PC,2003-12-02
What Remains of Edith Finch,89.0,PC,2017-04-25
Top Spin,89.0,XBOX,2003-10-28
ESPN NBA Basketball,89.0,PS2,2003-10-21
Tiger Woods PGA Tour 2004,89.0,XBOX,2003-09-22
Tom Clancy's Splinter Cell,89.0,GC,2003-04-10
NHL 2K3,89.0,GC,2002-12-11
NBA Street,89.0,PS2,2001-06-18
Railroad Tycoon II,89.0,PC,1998-11-02
Burnout Paradise,88.0,X360,2008-01-22
Wipeout Pure,88.0,PSP,2005-03-16
The Beatles: Rock Band,88.0,PS3,2009-09-09
XCOM 2: War of the Chosen,88.0,PC,2017-08-29
Fallout 4,88.0,XONE,2015-11-10
Monster Hunter: World,88.0,PC,2018-08-09
Tiger Woods PGA Tour 2005,88.0,PS2,2004-09-20
Microsoft Flight Simulator 2004: A Century of Flight,88.0,PC,2003-07-29
NBA Street Vol. 2,88.0,GC,2003-04-28
Medieval: Total War,88.0,PC,2002-08-19
Shenmue II,88.0,DC,2001-11-23
NHL 2001,88.0,PS,2000-09-26
Excitebike 64,88.0,N64,2000-04-30
R4: Ridge Racer Type 4,88.0,PS,1999-05-01
Shadow Complex,88.0,X360,2009-08-19
Spelunky,88.0,VITA,2013-08-27
NBA Street V3,88.0,GC,2005-02-08
Mafia,88.0,PC,2002-08-27
N++,88.0,XONE,2017-10-04
Call of Duty: Modern Warfare 3,88.0,X360,2011-11-08
What Remains of Edith Finch,88.0,PS4,2017-04-25
Brothers in Arms: Road to Hill 30,88.0,XBOX,2005-03-01
Deus Ex: Human Revolution - Director's Cut,88.0,WIIU,2013-10-22
Madden NFL 06,88.0,PS2,2005-08-08
Dishonored,88.0,X360,2012-10-09
LIMBO,88.0,PC,2011-08-02
Nuclear Throne,88.0,PC,2015-12-05
Crusader Kings II: The Old Gods,88.0,PC,2013-05-28
Assassin's Creed: Brotherhood,88.0,PC,2011-03-22
Crash Team Racing,88.0,PS,1999-09-30
DJ Hero 2,88.0,WII,2010-10-19
Pinball FX 2: Marvel Pinball - Avengers Chronicles,88.0,X360,2012-06-20
Medal of Honor Frontline,88.0,PS2,2002-05-28
Superbike 2001,88.0,PC,2000-10-09
Ultimate Fighting Championship,88.0,DC,2000-08-29
Wolfenstein II: The New Colossus,88.0,XONE,2017-10-27
Mario Kart 8,88.0,WIIU,2014-05-30
Super Mario Maker,88.0,WIIU,2015-09-11
NHL 11,88.0,PS3,2010-09-07
Divinity: Original Sin Enhanced Edition,88.0,XONE,2015-10-27
Dead Space,88.0,PS3,2008-10-13
Tekken 5,88.0,PS2,2005-02-24
F.E.A.R.,88.0,PC,2005-10-17
Psychonauts,88.0,XBOX,2005-04-19
The Binding of Isaac: Rebirth,88.0,PS4,2014-11-04
FIFA 14,88.0,XONE,2013-11-19
NHL 10,88.0,X360,2009-09-15
BioShock 2,88.0,X360,2010-02-09
Kerbal Space Program,88.0,PC,2015-04-27
Ori and the Blind Forest: Definitive Edition,88.0,PC,2016-04-27
Tribes 2,88.0,PC,2001-03-28
Age of Empires II: The Conquerors Expansion,88.0,PC,2000-08-24
Diddy Kong Racing,88.0,N64,1997-11-24
Star Fox 64,88.0,N64,1997-07-01
NHL 09,88.0,X360,2008-09-09
Ori and the Blind Forest: Definitive Edition,88.0,XONE,2016-03-11
NieR: Automata,88.0,PS4,2017-03-07
Meteos,88.0,DS,2005-06-28
Zero Escape: Virtue's Last Reward,88.0,3DS,2012-10-23
Dishonored 2,88.0,XONE,2016-11-10
NHL 09,88.0,PS3,2008-09-09
Rise of the Tomb Raider: 20 Year Celebration,88.0,PS4,2016-10-11
NHL 10,88.0,PS3,2009-09-15
Uncharted: Drake's Fortune,88.0,PS3,2007-11-16
Tom Clancy's Rainbow Six Vegas,88.0,X360,2006-11-20
Super Street Fighter II Turbo HD Remix,88.0,X360,2008-11-26
Tiger Woods PGA Tour 2005,88.0,XBOX,2004-09-20
Tiger Woods PGA Tour 2004,88.0,PC,2003-09-22
Warcraft III: The Frozen Throne,88.0,PC,2003-07-01
Tiger Woods PGA Tour 2003,88.0,XBOX,2002-10-27
Tactics Ogre: The Knight of Lodis,88.0,GBA,2002-05-11
Starcraft,88.0,PC,1998-03-31
Assassin's Creed IV: Black Flag,88.0,PS3,2013-10-29
Battlefield: Bad Company 2,88.0,PS3,2010-03-02
The Last of Us: Left Behind,88.0,PS3,2014-02-14
Far Cry 3,88.0,PC,2012-12-04
Tiger Woods PGA Tour 10,88.0,WII,2009-06-08
Star Wars Pinball: Balance of the Force,88.0,X360,2013-10-16
World Soccer Winning Eleven 8 International,88.0,PC,2005-02-16
Fight Night Round 2,88.0,XBOX,2005-02-28
The Secret of Monkey Island: Special Edition,88.0,X360,2009-07-15
Shovel Knight,88.0,WIIU,2014-06-26
Rayman Origins,88.0,VITA,2012-02-15
Project Gotham Racing 3,88.0,X360,2005-11-16
NBA 2K17,88.0,PS4,2016-09-16
Battlefield: Bad Company 2,88.0,X360,2010-03-02
The World Ends with You,88.0,DS,2008-04-22
Torchlight II,88.0,PC,2012-09-20
XCOM 2,88.0,PC,2016-02-05
Dishonored 2,88.0,PS4,2016-11-10
Injustice 2: Legendary Edition,88.0,PS4,2018-03-27
Cuphead,88.0,PC,2017-09-29
Divinity: Original Sin Enhanced Edition,88.0,PS4,2015-10-27
Minecraft: Xbox One Edition,88.0,XONE,2014-11-18
Guacamelee! Super Turbo Championship Edition,88.0,XONE,2014-07-02
XCOM: Enemy Within,88.0,X360,2013-11-12
NCAA Football 2005,88.0,PS2,2004-07-15
ESPN NHL Hockey,88.0,XBOX,2003-09-09
NCAA Football 2004,88.0,XBOX,2003-07-16
FIFA Soccer 2003,88.0,XBOX,2002-11-12
Ratchet & Clank,88.0,PS2,2002-11-04
Tiger Woods PGA Tour 2003,88.0,PS2,2002-10-27
TimeSplitters 2,88.0,GC,2002-10-16
JSRF: Jet Set Radio Future,88.0,XBOX,2002-02-25
Red Faction,88.0,PS2,2001-05-21
Myth II: Soulblighter,88.0,PC,1998-11-30
Ninja Gaiden Sigma,88.0,PS3,2007-07-03
Fire Emblem Fates: Special Edition,88.0,3DS,2016-02-19
Pinball FX 2,88.0,X360,2010-10-27
Final Fantasy Tactics: The War of the Lions,88.0,PSP,2007-10-09
NHL 11,88.0,X360,2010-09-07
Wario Land 4,88.0,GBA,2001-11-18
The Elder Scrolls III: Morrowind Game of the Year Edition,88.0,XBOX,2003-10-31
WarioWare: Twisted!,88.0,GBA,2005-05-23
Pokemon Y,88.0,3DS,2013-10-12
Call of Duty: Black Ops,88.0,PS3,2010-11-09
Return to Castle Wolfenstein,88.0,PC,2001-11-19
Ori and the Blind Forest,88.0,XONE,2015-03-11
NCAA Football 07,88.0,XBOX,2006-07-18
NBA Street,88.0,GC,2002-02-17
Madden NFL 2002,88.0,PS,2001-08-13
Shogo: Mobile Armor Division,88.0,PC,1998-09-30
Thirty Flights of Loving,88.0,PC,2012-08-20
The Banner Saga 3,88.0,XONE,2018-07-26
The Witcher 2: Assassins of Kings,88.0,X360,2012-04-17
Hearthstone: Heroes of Warcraft,88.0,PC,2014-03-11
Grand Theft Auto: Liberty City Stories,88.0,PSP,2005-10-24
The Walking Dead: Episode 3 - Long Road Ahead,88.0,X360,2012-08-29
Pillars of Eternity II: Deadfire,88.0,PC,2018-05-08
Medieval II: Total War,88.0,PC,2006-11-13
Sly 2: Band of Thieves,88.0,PS2,2004-09-14
Doom 3,88.0,XBOX,2005-04-03
NCAA Football 2005,88.0,GC,2004-07-15
FIFA Soccer 2003,88.0,PS2,2002-11-14
Aggressive Inline,88.0,GC,2002-07-31
F1 2002,88.0,PC,2002-06-13
Tekken: Dark Resurrection,88.0,PSP,2006-07-25
The Stanley Parable,88.0,PC,2013-10-17
BioShock 2,88.0,PS3,2010-02-09
ESPN NHL 2K5,88.0,XBOX,2004-08-30
BioShock 2,88.0,PC,2010-02-09
Counter-Strike: Source,88.0,PC,2004-10-07
Fire Emblem,88.0,GBA,2003-11-03
Fire Emblem Fates: Revelation,88.0,3DS,2016-03-10
Sid Meier's Civilization VI,88.0,PC,2016-10-21
Battlefield 1,88.0,PC,2016-10-21
Okami HD,88.0,XONE,2017-12-12
Starcraft II: Legacy of the Void,88.0,PC,2015-11-10
Diablo III,88.0,PC,2012-05-15
Fight Night Round 4,88.0,PS3,2009-06-23
Oddworld: Stranger's Wrath,88.0,XBOX,2005-01-25
Rise of Nations: Thrones & Patriots,88.0,PC,2004-04-27
Sid Meier's Pirates!,88.0,PC,2004-11-22
Battlefield: Bad Company 2 Vietnam,88.0,PS3,2010-12-21
EVE Online: Special Edition,88.0,PC,2009-03-10
SteamWorld Dig 2,88.0,Switch,2017-09-21
Call of Duty: Modern Warfare 3,88.0,PS3,2011-11-08
FIFA Soccer 11,88.0,X360,2010-09-28
LittleBigPlanet PS Vita,88.0,VITA,2012-09-18
Guacamelee! Gold Edition,88.0,PC,2013-08-08
Armadillo Run,88.0,PC,2006-04-22
FIFA Soccer 13,88.0,PS3,2012-09-25
Ikaruga,88.0,Switch,2018-05-29
World of Warcraft: Legion,88.0,PC,2016-08-30
Art of Balance,88.0,WII,2010-02-15
MVP Baseball 2005,88.0,GC,2005-02-22
Keep Talking and Nobody Explodes,88.0,PS4,2016-10-13
Joe Danger: Special Edition,88.0,X360,2011-12-14
Cave Story +,88.0,Switch,2017-06-20
Crimson Skies: High Road to Revenge,88.0,XBOX,2003-10-21
NASCAR Thunder 2004,88.0,PS2,2003-09-16
Burnout 2: Point of Impact,88.0,XBOX,2003-05-01
TimeSplitters 2,88.0,XBOX,2002-10-17
Dark Age of Camelot,88.0,PC,2001-09-01
Baldur's Gate II: Throne of Bhaal,88.0,PC,2001-06-21
Counter-Strike,88.0,PC,2000-11-08
Owlboy,88.0,PC,2016-11-01
The Talos Principle,88.0,PS4,2015-10-13
Battlefield: Bad Company 2 Vietnam,88.0,X360,2010-12-21
Celeste,88.0,PC,2018-01-25
Tony Hawk's Pro Skater 4,88.0,PC,2003-08-27
Night in the Woods,88.0,PC,2017-02-21
Ori and the Blind Forest,88.0,PC,2015-03-11
Need for Speed: Hot Pursuit,88.0,X360,2010-11-16
Ridge Racer,88.0,PSP,2005-03-22
Fight Night Round 2,88.0,PS2,2005-02-28
Nex Machina: Death Machine,88.0,PS4,2017-06-20
Nioh,88.0,PS4,2017-02-07
Animal Crossing: New Leaf,88.0,3DS,2013-06-09
Diablo II,88.0,PC,2000-06-29
Dead Cells,88.0,PS4,2018-08-07
Hellblade: Senua's Sacrifice,88.0,XONE,2018-04-11
The Walking Dead: Episode 5 - No Time Left,88.0,PS3,2012-11-20
NBA 2K13,88.0,X360,2012-10-02
The Witcher 2: Assassins of Kings,88.0,PC,2011-05-17
Tiger Woods PGA Tour 2005,88.0,GC,2004-09-20
SSX Tricky,88.0,XBOX,2001-12-10
Oddworld: Abe's Exoddus,88.0,PS,1998-10-31
Plants vs. Zombies,87.0,PC,2009-05-05
Rocksmith 2014 Edition,87.0,X360,2013-10-22
Burnout Paradise,87.0,PS3,2008-01-22
Guacamelee! Super Turbo Championship Edition,87.0,PS4,2014-07-01
Doom 3,87.0,PC,2004-08-03
GRID,87.0,PS3,2008-06-03
Stardew Valley,87.0,Switch,2017-10-05
Super Meat Boy,87.0,PC,2010-11-30
Middle-earth: Shadow of Mordor,87.0,XONE,2014-09-30
Halo 4,87.0,X360,2012-11-06
Football Manager 2010,87.0,PC,2009-11-03
Final Fantasy XIV: Stormblood,87.0,PC,2017-06-20
Bloodborne: The Old Hunters,87.0,PS4,2015-11-24
XCOM 2,87.0,PS4,2016-09-27
Super Street Fighter II Turbo HD Remix,87.0,PS3,2008-11-25
Injustice 2,87.0,PS4,2017-05-16
SOCOM II: U.S. Navy SEALs,87.0,PS2,2003-11-04
The Witness,87.0,PS4,2016-01-26
DOOM,87.0,XONE,2016-05-13
BlazBlue: Calamity Trigger,87.0,PS3,2009-06-30
Rallisport Challenge 2,87.0,XBOX,2004-05-04
Oddworld: Abe's Oddysee - New 'n' Tasty,87.0,PC,2015-02-25
Battlefield 1,87.0,XONE,2016-10-18
Midnight Club 3: DUB Edition Remix,87.0,XBOX,2006-03-13
Dark Souls III,87.0,XONE,2016-04-12
Monkey Island 2 Special Edition: LeChuck's Revenge,87.0,PS3,2010-07-06
Red Dead Redemption: Undead Nightmare Pack,87.0,PS3,2010-10-26
Pokemon White Version,87.0,DS,2011-03-06
Dragon Quest IX: Sentinels of the Starry Skies,87.0,DS,2010-07-11
Pokemon X,87.0,3DS,2013-10-12
Tom Clancy's Splinter Cell: Pandora Tomorrow,87.0,PC,2004-03-23
Baldur's Gate: Dark Alliance,87.0,PS2,2001-12-02
Europa Universalis II,87.0,PC,2001-11-12
Tony Hawk's Pro Skater 3,87.0,PS,2001-10-29
Metropolis Street Racer,87.0,DC,2001-01-15
Power Stone 2,87.0,DC,2000-08-23
Burnout Paradise: The Ultimate Box,87.0,PC,2009-02-05
FIFA Soccer 09,87.0,X360,2008-10-13
Subnautica,87.0,PC,2018-01-23
Jeanne d'Arc,87.0,PSP,2007-08-21
Street Fighter V: Arcade Edition,87.0,PS4,2018-01-16
Battlefield: Bad Company 2,87.0,PC,2010-03-02
Guacamelee!,87.0,VITA,2013-04-09
FIFA Soccer 09,87.0,PS3,2008-10-13
Steins;Gate,87.0,PC,2014-03-31
NCAA Football 06,87.0,PS2,2005-07-11
GRID,87.0,PC,2008-06-03
Night in the Woods,87.0,PS4,2017-02-21
DiRT 3,87.0,PS3,2011-05-24
Critter Crunch,87.0,PS3,2009-10-08
Crypt of the NecroDancer,87.0,PC,2015-04-23
La-Mulana,87.0,WII,2012-09-20
Max Payne 3,87.0,PS3,2012-05-15
Pokemon Sun,87.0,3DS,2016-11-18
Sins of a Solar Empire,87.0,PC,2008-02-04
The Walking Dead: Season Two Episode 5 - No Going Back,87.0,PS3,2014-08-26
Ikaruga,87.0,X360,2008-04-09
Heavy Rain,87.0,PS3,2010-02-23
Super Monkey Ball 2,87.0,GC,2002-08-25
MechWarrior 4: Vengeance,87.0,PC,2000-11-23
Thief II: The Metal Age,87.0,PC,2000-02-29
Tactics Ogre: Let Us Cling Together,87.0,PSP,2011-02-14
Tom Clancy's Splinter Cell Chaos Theory,87.0,PS2,2005-03-28
Diablo II: Lord of Destruction,87.0,PC,2001-06-27
Monkey Island 2 Special Edition: LeChuck's Revenge,87.0,PC,2010-07-07
Half-Life 2: Episode One,87.0,PC,2006-06-01
Devil May Cry 3: Special Edition,87.0,PS2,2006-01-24
Mass Effect 2: Lair of the Shadow Broker,87.0,X360,2010-09-07
DiRT 3,87.0,X360,2011-05-24
Syphon Filter: Dark Mirror,87.0,PSP,2006-03-14
The Elder Scrolls III: Morrowind,87.0,XBOX,2002-06-06
The Swapper,87.0,PC,2013-05-30
Pokemon SoulSilver Version,87.0,DS,2010-03-14
Castlevania: Harmony of Dissonance,87.0,GBA,2002-09-16
Dragon Ball FighterZ,87.0,PS4,2018-01-26
Hitman 2: Silent Assassin,87.0,PC,2002-10-01
Year Walk,87.0,PC,2014-03-06
Batman: Arkham Knight,87.0,PS4,2015-06-23
Dead or Alive 3,87.0,XBOX,2001-11-14
Jak II,87.0,PS2,2003-10-14
Mario Kart 8 DLC Pack 1,87.0,WIIU,2014-11-13
Final Fantasy Tactics Advance,87.0,GBA,2003-09-08
NCAA Football 06,87.0,XBOX,2005-07-11
Red Dead Redemption: Undead Nightmare Pack,87.0,X360,2010-10-26
Max Payne 3,87.0,PC,2012-05-31
Okami HD,87.0,PS4,2017-12-12
Pokemon Moon,87.0,3DS,2016-11-18
New Super Mario Bros. Wii,87.0,WII,2009-11-15
Elite Beat Agents,87.0,DS,2006-11-06
Beyond Good & Evil,87.0,GC,2003-12-11
Paper Mario: The Thousand-Year Door,87.0,GC,2004-10-11
DJ Hero,87.0,WII,2009-10-27
TowerFall Ascension,87.0,PC,2014-03-11
Tomb Raider,87.0,PS3,2013-03-05
Hollow Knight,87.0,PC,2017-02-24
Mario Kart: Double Dash!!,87.0,GC,2003-11-17
Rayman Legends,87.0,VITA,2013-09-03
Battlefield 3: Armored Kill,87.0,PC,2012-09-11
World Series Baseball 2K3,87.0,PS2,2003-03-17
Metal Gear Solid 2: Substance,87.0,PS2,2003-03-03
Rallisport Challenge,87.0,XBOX,2002-03-04
NHL 2002,87.0,PC,2001-09-17
Bangai-O,87.0,DC,2001-03-21
Icewind Dale,87.0,PC,2000-06-29
Forza Motorsport 6,87.0,XONE,2015-09-15
Donkey Kong Country Returns,87.0,WII,2010-11-21
Bully,87.0,PS2,2006-10-17
Call of Duty: Black Ops,87.0,X360,2010-11-09
The Witness,87.0,PC,2016-01-26
Fire Emblem Fates: Conquest,87.0,3DS,2016-02-19
TowerFall Ascension,87.0,PS4,2014-03-11
Tearaway,87.0,VITA,2013-11-22
Skylanders SuperChargers,87.0,WIIU,2015-09-20
Rocket League,87.0,XONE,2016-02-17
Metal Gear Solid: Portable Ops,87.0,PSP,2006-12-05
Enter the Gungeon,87.0,Switch,2017-12-14
3D Sonic the Hedgehog 2,87.0,3DS,2015-10-08
Zack & Wiki: Quest for Barbaros' Treasure,87.0,WII,2007-10-23
The Walking Dead: Episode 3 - Long Road Ahead,87.0,PS3,2012-08-28
MLB 13: The Show,87.0,PS3,2013-03-05
Brothers in Arms: Road to Hill 30,87.0,PC,2005-03-15
MechAssault,87.0,XBOX,2002-11-11
NFL 2K2,87.0,XBOX,2002-01-09
Kohan: Immortal Sovereigns,87.0,PC,2001-03-14
FIFA 14,87.0,PS4,2013-11-12
Animal Crossing,87.0,GC,2002-09-15
Hotline Miami,87.0,PS3,2013-06-25
BlazBlue: Continuum Shift,87.0,PS3,2010-07-27
Fight Night Round 4,87.0,X360,2009-06-23
SteamWorld Heist,87.0,WIIU,2016-10-20
The Legend of Zelda: Spirit Tracks,87.0,DS,2009-12-07
Dead Space 2,87.0,PC,2011-01-25
DiRT 2,87.0,PS3,2009-09-08
Raw Data,87.0,PC,2017-10-05
Disgaea: Afternoon of Darkness,87.0,PSP,2007-10-30
Wolfenstein II: The New Colossus,87.0,PS4,2017-10-27
Pokemon HeartGold Version,87.0,DS,2010-03-14
NCAA Football 07,87.0,PS2,2006-07-18
Dragon Age: Origins,87.0,PS3,2009-11-03
Beyond Good & Evil,87.0,XBOX,2003-12-02
Diablo III: Reaper of Souls,87.0,PC,2014-03-25
Little King's Story,87.0,WII,2009-07-21
Pro Evolution Soccer 2017,87.0,XONE,2016-09-13
Pro Evolution Soccer 2016,87.0,PS4,2015-09-15
Titanfall 2,87.0,XONE,2016-10-28
Bionic Commando Rearmed,87.0,PS3,2008-08-14
Zero Escape: The Nonary Games,87.0,PS4,2017-03-24
NASCAR 2005: Chase for the Cup,87.0,PS2,2004-08-31
Metal Gear Solid 2: Substance,87.0,XBOX,2002-11-04
NBA 2K3,87.0,XBOX,2002-10-09
Shogun: Total War Warlord Edition,87.0,PC,2001-08-13
Serious Sam: The First Encounter,87.0,PC,2001-03-21
Grand Prix 3,87.0,PC,2000-08-24
MVP Baseball 2005,87.0,PS2,2005-02-22
Rayman Origins,87.0,PS3,2011-11-15
MLB 12: The Show,87.0,PS3,2012-03-06
Pokemon Black Version,87.0,DS,2011-03-06
Axiom Verge,87.0,Switch,2017-10-05
Call of Duty: United Offensive,87.0,PC,2004-09-14
Odin Sphere Leifthrasir,87.0,PS4,2016-06-07
Wipeout HD,87.0,PS3,2008-09-25
Divinity: Original Sin,87.0,PC,2014-01-17
Company of Heroes: Opposing Fronts,87.0,PC,2007-09-24
3D Out Run,87.0,3DS,2015-03-12
Destiny 2,87.0,XONE,2017-09-06
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,87.0,X360,2013-02-27
Owlboy,87.0,Switch,2018-02-13
Psychonauts,87.0,PC,2005-04-19
DiRT 2,87.0,X360,2009-09-08
Gears of War,87.0,PC,2007-11-06
Rayman Origins,87.0,X360,2011-11-15
Sin & Punishment: Star Successor,87.0,WII,2010-06-27
Forza Horizon 3: Blizzard Mountain,87.0,XONE,2016-12-13
Out of the Park Baseball 4,87.0,PC,2002-02-28
Super Monkey Ball,87.0,GC,2001-11-17
Velocity,87.0,PSP,2012-05-01
Pinball FX 2: Star Wars Pinball,87.0,X360,2013-02-27
Spelunky,87.0,X360,2012-07-04
Dark Souls II: Scholar of the First Sin,87.0,PS4,2015-04-07
Resistance 2,87.0,PS3,2008-11-04
INSIDE,87.0,PC,2016-07-07
flower,87.0,PS3,2009-02-12
Europa Universalis IV,87.0,PC,2013-08-13
Diablo III,87.0,X360,2013-09-03
Sonic Mania Plus,87.0,PS4,2018-07-17
XCOM 2,87.0,XONE,2016-09-27
NBA 2K16,87.0,PS4,2015-09-25
Pikmin 3,87.0,WIIU,2013-08-04
NHL 2004,87.0,PC,2003-09-22
SSX Tricky,87.0,GC,2001-12-02
Zeus: Master of Olympus,87.0,PC,2000-10-22
Driver,87.0,PS,1999-06-30
Fight Night Round 2,87.0,GC,2005-02-28
Dark Souls II: Crown of the Ivory King,87.0,PS3,2014-09-29
Velocity Ultra,87.0,VITA,2013-07-02
Puzzle Quest: Challenge of the Warlords,87.0,X360,2007-10-10
Total War: WARHAMMER II,87.0,PC,2017-09-28
Forza Horizon 3: Hot Wheels,87.0,XONE,2017-05-09
Hex: Shards of Fate,87.0,PC,2016-01-26
World of Warcraft: Warlords of Draenor,87.0,PC,2014-11-13
LittleBigPlanet,87.0,PSP,2009-11-17
PixelJunk Shooter,87.0,PS3,2009-12-10
"Warhammer 40,000: Dawn of War - Dark Crusade",87.0,PC,2006-10-09
